latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type
38.4519,-122.50902,322.3,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,288.4,2.4,0
38.44918,-122.49158,331.8,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,289.1,2.8,0
38.44713,-122.47848,325.3,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,287.5,1.8,0
38.44578,-122.46979,326,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,287.4,1.6,0
38.45122,-122.50465,318.8,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,288.5,0.9,0
38.45053,-122.50029,301,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,287.5,0.9,0
38.44646,-122.47416,316,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,288,1.8,0
38.45134,-122.52734,346,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,306.5,14,0
38.45066,-122.52296,356.5,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,305.1,16.3,0
38.44998,-122.51861,353.8,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,300.2,16.3,0
38.4493,-122.51422,332,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,293.4,2.4,0
38.44658,-122.49678,328.1,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,291.8,2.8,0
38.4459,-122.49241,324.2,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,288,2.8,0
38.44862,-122.50985,305,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,287.6,2.4,0
38.44794,-122.50549,300.4,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,287.1,0.9,0
38.44726,-122.50112,314.3,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,289.3,0.9,0
38.44806,-122.52818,344.9,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,312.4,44.3,0
38.44738,-122.52381,356,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,305.9,17.6,0
38.4467,-122.51942,367,0.38,0.36,2017-10-15,1002,N,VIIRS,h,1,303.7,17.6,0
38.44602,-122.51505,331,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,292.3,1.5,0
38.44398,-122.50195,344,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,304.6,12,0
38.4433,-122.4976,333.5,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,292.7,7.2,0
38.44534,-122.5107,309.4,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,289.1,1.5,0
38.44466,-122.50632,305.1,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,288.9,12,0
38.44478,-122.52901,343.9,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,318.3,44.3,0
38.4441,-122.52464,355.3,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,306.6,17.6,0
38.44342,-122.52027,348.6,0.38,0.36,2017-10-15,1002,N,VIIRS,n,1,304.6,17.6,0
38.44473,-122.46498,349.4,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,304.2,13.1,0
38.44775,-122.47119,346.3,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,302.1,7.2,0
38.45142,-122.4716,334.5,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,298.8,5,0
38.45075,-122.47753,336,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,298.6,5,0
38.44466,-122.53044,337,0.47,0.4,2017-10-15,2124,N,VIIRS,l,1,308.2,41.6,0
38.44404,-122.53578,356.7,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,315.6,15.8,0
38.45375,-122.48386,335.8,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,299.2,4.9,0
38.44766,-122.53658,340,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,310.1,15.8,0
38.44827,-122.53133,367,0.47,0.4,2017-10-15,2124,N,VIIRS,l,1,328.4,41.6,0
38.45187,-122.53233,367,0.47,0.4,2017-10-15,2124,N,VIIRS,h,1,315.5,12.1,0
38.45247,-122.52713,340.4,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,305.4,12.1,0
38.45126,-122.53767,351,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,313.6,17.3,0
38.45608,-122.52813,367,0.47,0.4,2017-10-15,2124,N,VIIRS,h,1,317.3,12.1,0
38.45783,-122.51298,337.9,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,306.9,7.5,0
38.45726,-122.51792,342.3,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,311.6,11.3,0
38.45547,-122.53342,345.8,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,320.4,12.1,0
38.46088,-122.51875,345.7,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,305.7,33.7,0
38.45968,-122.52911,346.7,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,303.4,29,0
38.45906,-122.53452,353.3,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,321.8,29,0
38.46265,-122.53558,352.1,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,319.2,29,0
38.46628,-122.53635,335.1,0.47,0.4,2017-10-15,2124,N,VIIRS,n,1,298.1,7.8,0
38.47041,-122.52869,345.7,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,297.6,10.7,0
38.46976,-122.52294,320.5,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,290.1,10.7,0
38.47107,-122.53454,310.8,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,288.7,4,0
38.46732,-122.53519,336.5,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,296.6,4,0
38.46667,-122.5295,335.6,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,293.2,10.7,0
38.46155,-122.48427,337.5,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,302.6,37.5,0
38.46602,-122.52374,307.7,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,289.1,10.7,0
38.46357,-122.53593,324.3,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,296,4.3,0
38.46294,-122.53037,349,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,298.2,4.3,0
38.46229,-122.52464,328.3,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,294.5,4.3,0
38.4584,-122.49021,335.2,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,298.4,15.7,0
38.45778,-122.48473,335.1,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,307.7,14.9,0
38.45718,-122.47943,346.9,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,298.7,14.9,0
38.45658,-122.47418,332.2,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,294.3,6,0
38.45402,-122.48528,323.5,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,294.8,14.9,0
38.45341,-122.47987,327.4,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,295.5,14.9,0
38.45281,-122.47456,345,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,297.5,6,0
38.45221,-122.46929,344.1,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,297.6,6,0
38.45161,-122.46402,323.1,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,293.8,2.9,0
38.45923,-122.53143,306.5,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,290.9,4.3,0
38.44781,-122.4642,347.3,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,305.6,14.6,0
38.44965,-122.48037,301.3,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,291,1,0
38.44842,-122.46958,317.1,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,293.4,13.1,0
38.44403,-122.46447,355.9,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,299.3,14.6,0
38.44339,-122.4589,315.2,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,293.4,14.6,0
38.44812,-122.53494,314.1,0.5,0.41,2017-10-16,0943,N,VIIRS,n,1,290.7,2.6,0
38.451,-122.46262,347,0.39,0.36,2017-10-16,2105,N,VIIRS,n,1,289.3,7.3,0
38.45292,-122.47214,349.1,0.39,0.36,2017-10-16,2105,N,VIIRS,n,1,291.1,6.5,0
38.46922,-122.47552,308.3,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,283.3,2.3,0
38.46436,-122.47572,331.7,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,288.3,7,0
38.46393,-122.46996,355.5,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,290,7,0
38.46348,-122.46387,301.1,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,283,6.3,0
38.45949,-122.47575,326.5,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,289.5,7,0
38.45864,-122.46431,367,0.57,0.52,2017-10-17,0925,N,VIIRS,h,1,290.2,6.3,0
38.45907,-122.47014,319.6,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,288.1,7,0
38.4582,-122.45842,315.6,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,286.1,6.3,0
38.45776,-122.45248,314.4,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,283.5,3,0
38.45379,-122.46459,341.5,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,290,13.4,0
38.45335,-122.45863,350.6,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,292.3,13.4,0
38.45289,-122.45251,338.6,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,287.6,6.3,0
38.4542,-122.47017,303.3,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,286.9,3.2,0
38.45245,-122.44646,309.2,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,283.6,6.3,0
38.44843,-122.45795,341,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,290.8,13.4,0
38.44799,-122.45196,329,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,288,6.3,0
38.44756,-122.44613,314.9,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,285.4,6.3,0
38.44352,-122.45722,318.7,0.57,0.52,2017-10-17,0925,N,VIIRS,n,1,288.9,3.9,0
38.46769,-122.47128,321.9,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,289.3,2.5,0
38.46529,-122.46353,300.5,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,286.3,2.5,0
38.46629,-122.47083,338.2,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,291.2,8.5,0
38.46393,-122.46305,316.9,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,288.2,5,0
38.46089,-122.47596,325.3,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,291.7,9.5,0
38.45827,-122.46734,342.9,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,292.8,12.7,0
38.4558,-122.45921,342.1,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,292.4,12.7,0
38.45363,-122.45208,335.3,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,290.4,4.8,0
38.4514,-122.44476,322.2,0.58,0.69,2017-10-17,1105,N,VIIRS,n,1,288.3,4.8,0
38.44858,-122.45845,332.1,0.57,0.69,2017-10-17,1105,N,VIIRS,n,1,291.4,4.8,0
38.44644,-122.45137,312.8,0.58,0.69,2017-10-17,1105,N,VIIRS,n,1,288.6,4.8,0
38.49041,-122.43016,328.6,0.51,0.41,2017-12-20,2046,N,VIIRS,n,1,286.9,2.7,0
38.50423,-122.44434,327.2,0.47,0.4,2018-03-08,2123,N,VIIRS,n,1,291.5,1.6,0
38.46763,-122.42455,331.3,0.42,0.38,2018-04-20,2117,N,VIIRS,n,1,301.1,1.7,0
38.56375,-122.51653,348,0.42,0.37,2018-04-20,2117,N,VIIRS,n,1,306.7,12.2,0
38.56313,-122.52127,335.8,0.42,0.37,2018-04-20,2117,N,VIIRS,l,1,307.1,4.6,0
38.52426,-122.64809,303.3,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,290,32.2,0
38.52434,-122.6684,352.4,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,318.8,82.1,0
38.52344,-122.66344,349.5,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,320.7,105.2,0
38.52256,-122.65858,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,332.8,105.2,0
38.52169,-122.65378,304.1,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,291.7,15.5,0
38.52084,-122.64906,303,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,289.8,15.5,0
38.52183,-122.67435,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,325.6,82.1,0
38.52095,-122.66956,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,358.1,82.1,0
38.52005,-122.66457,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,358.2,105.2,0
38.51917,-122.65971,335,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,304.6,105.2,0
38.51828,-122.65478,307.1,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,289.4,15.5,0
38.51842,-122.67539,340.8,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,308.6,112.9,0
38.51756,-122.67061,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,339.1,112.9,0
38.51667,-122.66576,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,367.9,254.7,0
38.51578,-122.66084,337.1,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,292.7,254.7,0
38.51488,-122.65588,305.2,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,289.5,1.9,0
38.515,-122.67636,333.2,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,315.6,112.9,0
38.51414,-122.67162,336.5,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,322.3,112.9,0
38.51328,-122.66688,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,330,254.7,0
38.51239,-122.662,323.3,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,292,254.7,0
38.51148,-122.65701,301.9,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,289.4,1.9,0
38.51072,-122.67256,355.2,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,312.3,46.3,0
38.50985,-122.66783,346.3,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,322.3,24,0
38.50899,-122.66311,346.4,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,297.1,24,0
38.50727,-122.67341,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,307.8,46.3,0
38.50642,-122.66876,367,0.42,0.38,2017-10-09,1015,N,VIIRS,h,1,301.3,24,0
38.50557,-122.66408,345.7,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,291.7,24,0
38.50382,-122.6742,354.5,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,309.7,42,0
38.50298,-122.66959,340.6,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,299.6,16.2,0
38.50037,-122.675,348.7,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,293.9,42,0
38.49951,-122.67032,316.4,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,290.7,16.2,0
38.49693,-122.67588,310.8,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,290.4,12.6,0
38.45835,-122.66183,314.3,0.42,0.38,2017-10-09,1015,N,VIIRS,n,1,291,1.3,3
38.50096,-122.65153,328,0.74,0.76,2017-10-09,1956,N,VIIRS,n,1,296.4,9.8,0
38.50563,-122.66104,327.1,0.74,0.76,2017-10-09,1956,N,VIIRS,n,1,295,8,0
38.5032,-122.66046,326.9,0.74,0.76,2017-10-09,1956,N,VIIRS,n,1,295.4,11.2,0
38.49046,-122.67513,333.7,0.43,0.46,2017-10-09,2136,N,VIIRS,n,1,299.8,5.9,0
38.50476,-122.65122,342.5,0.43,0.46,2017-10-09,2136,N,VIIRS,n,1,299.4,5.9,0
38.512,-122.65613,343.9,0.4,0.37,2017-10-10,0956,N,VIIRS,n,1,286.6,2.3,0
38.51262,-122.66052,301.3,0.4,0.37,2017-10-10,0956,N,VIIRS,n,1,287.4,2.3,0
38.51137,-122.65162,297.5,0.4,0.37,2017-10-10,0956,N,VIIRS,n,1,278.8,0.3,0
38.50863,-122.65684,304,0.4,0.37,2017-10-10,0956,N,VIIRS,n,1,286.4,2.3,0
38.50812,-122.65898,302.4,0.4,0.37,2017-10-10,0956,N,VIIRS,n,1,288.3,1.3,0
38.35308,-122.23415,347.6,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290,31.2,0
38.35218,-122.22929,313.6,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.2,0.9,0
38.35129,-122.22451,308.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.6,0.9,0
38.3504,-122.21972,312.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.5,1.4,0
38.3495,-122.21488,305,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.6,1.4,0
38.34861,-122.21002,301.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,286.7,4.3,0
38.3477,-122.20512,302.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.9,4.3,0
38.35313,-122.25416,355.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,294.6,21.4,0
38.35224,-122.24934,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,297,30.7,0
38.35137,-122.24465,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,300.5,30.7,0
38.35049,-122.23991,354.6,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,308.5,45.2,0
38.3496,-122.2351,354.5,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,293,45.2,0
38.34871,-122.23029,323.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.1,19.4,0
38.34783,-122.22558,335.5,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.9,19.4,0
38.34696,-122.22091,343.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.2,10.4,0
38.34606,-122.21606,310.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.2,10.4,0
38.34515,-122.21115,308.1,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.9,2.4,0
38.34423,-122.20622,304.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.7,2.4,0
38.34332,-122.20125,301.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.3,6.9,0
38.34964,-122.25509,334.5,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.5,21.4,0
38.34875,-122.25022,352.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,297.2,30.7,0
38.34787,-122.24551,342.1,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,313.2,30.7,0
38.347,-122.24081,351.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,319.2,45.2,0
38.34611,-122.236,335.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,331.1,45.2,0
38.34523,-122.23128,356,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,310,19.4,0
38.34436,-122.2266,354.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,309.3,19.4,0
38.3435,-122.22197,356.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,301.8,10.4,0
38.3426,-122.21715,326.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.7,10.4,0
38.35236,-122.26976,314.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.2,3.6,0
38.35145,-122.26484,316.3,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.5,3.6,0
38.35054,-122.25993,313.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.9,21.4,0
38.34169,-122.21222,312.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288,2.4,0
38.34077,-122.20728,308.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.3,2.4,0
38.33985,-122.20233,304.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287,6.9,0
38.3489,-122.27078,329.5,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,291.7,3.2,0
38.34617,-122.25607,320.3,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.7,1.3,0
38.34529,-122.2513,345.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,292.1,49,0
38.34439,-122.24644,336.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,324,49,0
38.34351,-122.24173,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,341.8,139,0
38.34264,-122.23701,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,365.6,139,0
38.34175,-122.23225,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,374.5,845.7,0
38.34088,-122.22758,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,380,845.7,0
38.34002,-122.22295,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,376.3,482.6,0
38.33913,-122.21818,342,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,291.6,482.6,0
38.34798,-122.26585,314,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.6,3.2,0
38.34708,-122.26096,307.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.1,1.3,0
38.33823,-122.21329,316.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.3,4.2,0
38.33731,-122.20835,310.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.5,4.2,0
38.33639,-122.20341,305.5,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.7,3.5,0
38.3418,-122.25223,338.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,291,49,0
38.3409,-122.24735,340.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,316.8,49,0
38.34002,-122.24261,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,355.3,139,0
38.33914,-122.2379,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,363.7,139,0
38.33826,-122.23315,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,380,845.7,0
38.33739,-122.22849,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,380,845.7,0
38.33653,-122.22385,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,342.7,482.6,0
38.33565,-122.21912,339.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,292.6,482.6,0
38.34362,-122.262,305.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.5,1.3,0
38.3427,-122.2571,316.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.3,1.3,0
38.33474,-122.21426,315.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.3,4.2,0
38.33384,-122.20937,309.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.6,4.2,0
38.33293,-122.20449,305,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.7,3.5,0
38.33833,-122.25321,332,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.2,13.6,0
38.33744,-122.24842,351,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,301.3,13.6,0
38.33653,-122.24353,335.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,321.8,54.6,0
38.33564,-122.23878,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,332.9,54.6,0
38.33474,-122.2339,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,352.4,548.8,0
38.33387,-122.22923,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,380,548.8,0
38.33301,-122.22461,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,370.3,358,0
38.33214,-122.21994,340.6,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,291.6,358,0
38.34015,-122.26299,304.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.7,1,0
38.33924,-122.2581,314.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.6,1,0
38.33125,-122.21514,313.5,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.6,2.2,0
38.33036,-122.21033,306,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,287.7,2.2,0
38.32946,-122.20555,301.5,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.1,7.4,0
38.33486,-122.25424,322.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.6,13.6,0
38.33395,-122.24936,341.7,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.9,13.6,0
38.33304,-122.24445,355.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,294.9,54.6,0
38.33215,-122.23962,354.1,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,299.6,54.6,0
38.33126,-122.23484,355.6,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,299.6,548.8,0
38.33034,-122.22993,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,329.4,548.8,0
38.32949,-122.22536,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,338.8,358,0
38.32863,-122.22074,337,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,296.8,358,0
38.33668,-122.26405,305.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.5,1,0
38.33577,-122.25916,312.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.4,1,0
38.32776,-122.21607,309.1,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.1,2.2,0
38.32688,-122.21137,303.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.6,2.2,0
38.33048,-122.25036,325.6,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.9,1.7,0
38.32957,-122.24547,336.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,291,2.7,0
38.32865,-122.24052,325.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,291.7,2.7,0
38.32775,-122.23569,334.1,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,292.8,5.4,0
38.32685,-122.23081,353,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,293.9,5.4,0
38.32599,-122.22621,367,0.44,0.38,2017-10-09,1015,N,VIIRS,h,1,296.2,10.1,0
38.32514,-122.22164,344.1,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,291.1,10.1,0
38.33322,-122.26507,304.1,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.5,0.8,0
38.33231,-122.26017,310.8,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.3,0.8,0
38.33139,-122.25525,316.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.4,1.7,0
38.32428,-122.21704,304.4,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.9,3.1,0
38.3261,-122.24649,322.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.7,2.7,0
38.32338,-122.23183,333.9,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,291.4,5.4,0
38.32247,-122.22697,342.1,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,290.1,10.1,0
38.32164,-122.22252,322.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.8,10.1,0
38.32975,-122.26611,303.2,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289,0.8,0
38.32884,-122.26119,307.6,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,289.1,0.8,0
38.32793,-122.25629,312.5,0.44,0.38,2017-10-09,1015,N,VIIRS,n,1,288.7,1.7,0
