latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,type
34.509,-119.169,392.2,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,305.2,234.6,0
34.508,-119.18,430.2,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,314.5,542.2,0
34.516,-119.165,316.7,1.1,1,2017-12-07,0612,Terra,MODIS,94,6.1,284.2,18.6,0
34.481,-119.092,391.5,2.5,1.5,2017-12-07,1815,Terra,MODIS,100,6.1,309.8,782,0
34.477,-119.041,328.9,2.5,1.5,2017-12-07,1815,Terra,MODIS,86,6.1,294.4,97.3,0
34.521,-119.163,354.6,2.4,1.5,2017-12-07,1028,Aqua,MODIS,100,6.1,284.5,271.3,0
34.508,-119.169,320,2.4,1.5,2017-12-07,1028,Aqua,MODIS,100,6.1,284.6,72.1,0
34.519,-119.199,319.3,2.4,1.5,2017-12-07,1028,Aqua,MODIS,52,6.1,284.7,61.1,0
34.508,-119.15,309.4,2.4,1.5,2017-12-07,1028,Aqua,MODIS,39,6.1,282,39,0
34.478,-119.201,319.6,2.4,1.5,2017-12-07,1028,Aqua,MODIS,87,6.1,285.5,64.7,0
34.473,-119.177,332.3,2.4,1.5,2017-12-07,1028,Aqua,MODIS,100,6.1,286.7,120.5,0
34.483,-119.065,337.7,1.6,1.2,2017-12-07,2130,Aqua,MODIS,90,6.1,291.2,69.7,0
34.482,-119.084,337.7,1.5,1.2,2017-12-07,2130,Aqua,MODIS,90,6.1,297.5,66.3,0
34.506,-119.171,328.9,1.5,1.2,2017-12-07,2130,Aqua,MODIS,57,6.1,293,38,0
34.515,-119.188,343.1,1.5,1.2,2017-12-07,2130,Aqua,MODIS,86,6.1,295.1,77.4,0
34.485,-119.063,325.2,1.1,1,2017-12-08,1858,Terra,MODIS,59,6.1,298.1,21.4,0
34.483,-119.051,324,1.1,1,2017-12-08,1858,Terra,MODIS,39,6.1,292.9,20,0
34.472,-119.041,402,1.1,1,2017-12-08,1858,Terra,MODIS,100,6.1,297.2,298.3,0
34.509,-119.124,323,1.6,1.2,2017-12-08,0932,Aqua,MODIS,100,6.1,282,46.6,0
34.507,-119.105,334.3,1.6,1.2,2017-12-08,0932,Aqua,MODIS,100,6.1,282.5,74.6,0
34.498,-119.125,302,1.6,1.2,2017-12-08,0933,Aqua,MODIS,46,6.1,279.9,15,0
34.489,-119.041,316.1,1.6,1.2,2017-12-08,0933,Aqua,MODIS,89,6.1,283.4,31.9,0
34.49,-119.064,322.3,1.6,1.2,2017-12-08,0933,Aqua,MODIS,100,6.1,283.1,44.1,0
34.488,-119.048,324.8,1.6,1.2,2017-12-08,0933,Aqua,MODIS,100,6.1,286.2,48.9,0
34.474,-119.038,331.3,2.5,1.5,2017-12-08,2035,Aqua,MODIS,86,6.1,293.7,102.7,0
34.51,-119.109,324.1,4.7,2,2017-12-09,1940,Terra,MODIS,59,6.1,276.9,187.5,0
34.501,-119.133,377.4,1.5,1.2,2017-12-09,1015,Aqua,MODIS,100,6.1,267.7,277.9,0
34.471,-119.034,313,1.6,1.2,2017-12-09,1015,Aqua,MODIS,86,6.1,276,27.7,0
34.494,-119.151,347.2,1.1,1,2017-12-09,2117,Aqua,MODIS,95,6.1,297.3,58.5,0
34.492,-119.162,322.9,1.1,1,2017-12-09,2117,Aqua,MODIS,66,6.1,293.8,17.7,0
34.504,-119.142,346.9,1.1,1,2017-12-09,2117,Aqua,MODIS,95,6.1,294.3,58.1,0
34.503,-119.153,429.1,1.1,1,2017-12-09,2117,Aqua,MODIS,100,6.1,330.5,532.3,0
34.515,-119.156,318.2,2.5,1.5,2017-12-10,0920,Aqua,MODIS,96,6.1,269.4,77.4,0
34.513,-119.127,347.7,2.5,1.5,2017-12-10,0920,Aqua,MODIS,100,6.1,276.2,238.1,0
34.511,-119.137,301.9,1.3,1.1,2017-12-11,0547,Terra,MODIS,22,6.1,277.9,11.1,0
34.529,-119.151,313.7,3,1.6,2017-12-11,1928,Terra,MODIS,66,6.1,286.1,57.8,0
34.515,-119.118,321.5,1.3,1.1,2017-12-12,1833,Terra,MODIS,73,6.1,295.3,24.4,0
34.524,-119.148,320.2,1.9,1.3,2017-12-13,1916,Terra,MODIS,39,6.1,298.1,33.5,0
34.512,-119.153,325.5,1.9,1.3,2017-12-13,1916,Terra,MODIS,52,6.1,298,43.2,0
34.523,-119.111,308.7,1,1,2017-12-13,0951,Aqua,MODIS,75,6.1,282.6,12.1,0
34.518,-119.15,315.4,1.3,1.1,2017-12-13,2053,Aqua,MODIS,7,6.1,295.8,11.8,0
34.53,-119.155,306.5,1.2,1.1,2017-12-14,0618,Terra,MODIS,68,6.1,284.3,14.2,0
34.54,-119.156,399.4,1.2,1.1,2017-12-14,0618,Terra,MODIS,100,6.1,288,348.1,0
34.542,-119.163,325.1,2,1.4,2017-12-14,1821,Terra,MODIS,83,6.1,294.6,55.6,0
34.54,-119.139,475.4,2,1.4,2017-12-14,1821,Terra,MODIS,100,6.1,322.4,3073,0
34.51,-119.164,323,1.9,1.3,2017-12-14,2136,Aqua,MODIS,49,6.1,299.8,24.4,0
34.535,-119.163,371.8,1.9,1.3,2017-12-14,2136,Aqua,MODIS,93,6.1,325,290.3,0
34.533,-119.184,400.8,1.9,1.3,2017-12-14,2136,Aqua,MODIS,100,6.1,327.7,638,0
34.531,-119.205,444.7,1.9,1.3,2017-12-14,2136,Aqua,MODIS,100,6.1,335.5,1614.1,0
34.526,-119.169,355.4,1.9,1.3,2017-12-14,2136,Aqua,MODIS,85,6.1,309.9,161.8,0
34.538,-119.169,418.3,1.9,1.3,2017-12-14,2136,Aqua,MODIS,100,6.1,334.1,956.4,0
34.551,-119.17,374.4,1.9,1.3,2017-12-14,2136,Aqua,MODIS,100,6.1,303.6,319,0
34.516,-119.193,346.3,1.3,1.1,2017-12-15,1904,Terra,MODIS,94,6.1,303,69.1,0
34.549,-119.131,312.1,1.3,1.1,2017-12-15,0939,Aqua,MODIS,84,6.1,282.4,22.5,0
34.525,-119.192,301.9,1.3,1.1,2017-12-15,0939,Aqua,MODIS,32,6.1,281.9,10.9,0
34.478,-119.004,408,1,1,2017-12-16,0606,Terra,MODIS,100,6.1,273.6,0,0
34.553,-119.153,353.7,3.2,1.7,2017-12-16,1809,Terra,MODIS,97,6.1,289,378.7,0
34.554,-119.124,310.7,3.2,1.7,2017-12-16,1809,Terra,MODIS,66,6.1,284.8,53.1,0
34.486,-118.993,323.9,3.2,1.7,2017-12-16,1809,Terra,MODIS,55,6.1,288.7,98.5,0
34.471,-119.012,368.6,1.3,1.1,2017-12-16,2124,Aqua,MODIS,100,6.1,305.6,154.3,0
34.478,-119.04,311,1.3,1.1,2017-12-16,2124,Aqua,MODIS,44,6.1,285.4,12.7,0
34.491,-119.015,384.3,1.3,1.1,2017-12-16,2124,Aqua,MODIS,100,6.1,296.2,242.4,0
34.547,-119.155,359.9,1.3,1.1,2017-12-16,2124,Aqua,MODIS,99,6.1,297.6,118,0
34.546,-119.169,321.7,1.3,1.1,2017-12-16,2124,Aqua,MODIS,80,6.1,292.7,24.4,0
34.553,-119.169,321.1,3.8,1.8,2017-12-17,0649,Terra,MODIS,100,6.1,276.8,164.5,0
34.559,-119.171,393.3,1,1,2017-12-17,1852,Terra,MODIS,100,6.1,306.5,215.7,0
34.554,-119.139,368.9,1,1,2017-12-17,1852,Terra,MODIS,100,6.1,289.1,112.2,0
34.55,-119.173,500,1,1,2017-12-17,1852,Terra,MODIS,100,6.1,320.9,1616.8,0
34.488,-119.009,335.6,1,1,2017-12-17,1852,Terra,MODIS,90,6.1,285.6,37.5,0
34.537,-119.149,319.9,3.1,1.7,2017-12-17,2029,Aqua,MODIS,80,6.1,288.5,99.3,0
34.551,-119.156,343,3.1,1.7,2017-12-17,2029,Aqua,MODIS,93,6.1,288.6,258.4,0
34.544,-119.189,352.8,3.2,1.7,2017-12-17,2029,Aqua,MODIS,97,6.1,291.6,364.2,0
34.55,-119.163,353.2,3.1,1.7,2017-12-17,2029,Aqua,MODIS,97,6.1,289.8,361.7,0
34.55,-119.137,314,1.1,1.1,2017-12-18,0554,Terra,MODIS,88,6.1,277.8,20.5,0
34.55,-119.13,312.5,1.3,1.1,2017-12-18,1009,Aqua,MODIS,85,6.1,276.6,23.2,0
34.545,-119.166,311.7,1,1,2017-12-18,2111,Aqua,MODIS,64,6.1,282.3,10.4,0
34.552,-119.179,311.4,1,1,2017-12-18,2111,Aqua,MODIS,65,6.1,281.4,10.4,0
34.495,-118.997,310.5,3.1,1.7,2017-12-19,0914,Aqua,MODIS,80,6.1,279.1,73.9,0
34.498,-119.005,305.7,3.1,1.7,2017-12-19,0914,Aqua,MODIS,65,6.1,278.3,57,0
36.994,-121.5,321.3,1.1,1,2018-04-23,2125,Aqua,MODIS,37,6.1,307.9,9.6,0
34.941,-118.321,321.5,1,1,2017-10-14,1852,Terra,MODIS,65,6.1,307.2,8.3,0
34.932,-118.323,331.2,1,1,2017-10-14,1852,Terra,MODIS,71,6.1,306.5,19.5,0
34.491,-119.058,335.5,1.6,1.2,2017-12-08,0933,Aqua,MODIS,100,6.1,285,75.4,0
34.48,-119.062,305.3,1.6,1.2,2017-12-08,0933,Aqua,MODIS,47,6.1,284.3,17.4,0
34.479,-119.035,331,1,1,2017-12-09,0600,Terra,MODIS,100,6.1,271.9,34.8,0
34.481,-119.014,454.9,1.3,1.1,2017-12-16,2124,Aqua,MODIS,100,6.1,400.1,1106.9,0
34.486,-118.998,324.3,1,1,2017-12-17,1852,Terra,MODIS,81,6.1,282.6,22.7,0
34.484,-119.002,328.5,1,1,2017-12-18,2111,Aqua,MODIS,85,6.1,276.7,28.6,0
34.482,-119.013,326.2,1,1,2017-12-18,2111,Aqua,MODIS,84,6.1,277.9,25.6,0
34.484,-119,307.4,2.4,1.5,2017-12-20,1922,Terra,MODIS,61,6.1,285,32.4,0
34.49,-119.006,304.1,2.4,1.5,2017-12-20,1922,Terra,MODIS,45,6.1,284.7,24.3,0
34.401,-119.061,402,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,299.3,494.2,0
34.4,-119.077,383.9,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,294.7,315.1,0
34.411,-119.079,352.2,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,289.9,124.6,0
34.404,-119.146,500,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,319.2,2937.7,0
34.402,-119.162,358.7,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,287.2,148.1,0
34.421,-119.081,346.2,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,287.3,97.7,0
34.42,-119.098,374.9,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,289.1,240.8,0
34.412,-119.085,383.2,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,298.3,306.4,0
34.409,-119.119,345.1,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,288.3,91.7,0
34.407,-119.136,438.1,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,304.9,1039.6,0
34.406,-119.153,426.7,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,298.4,827.2,0
34.425,-119.071,338.7,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,284.8,76.8,0
34.423,-119.087,335.7,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,285.9,66,0
34.443,-119.109,319,1.5,1.2,2017-12-05,0624,Terra,MODIS,48,6.1,285.5,31.2,0
34.44,-119.14,373.5,1.5,1.2,2017-12-05,0624,Terra,MODIS,100,6.1,293.6,234.6,0
34.449,-119.112,361.1,1.6,1.2,2017-12-05,1827,Terra,MODIS,99,6.1,297,163.3,0
34.445,-119.078,425.6,1.6,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,310.1,864.5,0
34.446,-119.204,371.2,1.6,1.3,2017-12-05,1827,Terra,MODIS,100,6.1,297.9,236.6,0
34.443,-119.167,353.7,1.6,1.2,2017-12-05,1827,Terra,MODIS,85,6.1,297.8,125.7,0
34.434,-119.081,339,1.6,1.2,2017-12-05,1827,Terra,MODIS,61,6.1,295.3,64.8,0
34.447,-119.101,402.6,1.6,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,309.8,508.3,0
34.445,-119.085,422.3,1.6,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,316.9,799.8,0
34.432,-119.175,359.9,1.6,1.2,2017-12-05,1827,Terra,MODIS,99,6.1,295.1,155.8,0
34.43,-119.157,362.2,1.6,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,296.1,164.5,0
34.419,-119.157,362.8,1.6,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,294.2,169.4,0
34.417,-119.139,331.6,1.6,1.2,2017-12-05,1827,Terra,MODIS,28,6.1,291.1,42.7,0
34.4,-119.196,343.4,1.6,1.2,2017-12-05,1827,Terra,MODIS,86,6.1,295,78.6,0
34.458,-119.114,402.3,3.8,1.8,2017-12-05,1040,Aqua,MODIS,100,6.1,292.4,1863.6,0
34.448,-119.072,347.2,3.8,1.8,2017-12-05,1040,Aqua,MODIS,100,6.1,284.6,406.3,0
34.439,-119.038,374.4,3.8,1.8,2017-12-05,1040,Aqua,MODIS,100,6.1,284.4,949.4,0
34.415,-119.077,321.2,3.8,1.8,2017-12-05,1040,Aqua,MODIS,14,6.1,283.9,117.8,0
34.41,-119.125,331.4,3.8,1.8,2017-12-05,1040,Aqua,MODIS,10,6.1,283.5,200.4,0
34.461,-119.159,317.4,3.8,1.8,2017-12-05,1040,Aqua,MODIS,95,6.1,282.2,124.3,0
34.424,-119.003,328.5,3.9,1.8,2017-12-05,1040,Aqua,MODIS,100,6.1,282.7,208.4,0
34.435,-119.123,357.5,3.8,1.8,2017-12-05,1040,Aqua,MODIS,100,6.1,283,549.9,0
34.426,-119.082,367,3.8,1.8,2017-12-05,1040,Aqua,MODIS,100,6.1,287.6,734.1,0
34.417,-119.046,370.2,3.8,1.8,2017-12-05,1040,Aqua,MODIS,100,6.1,290.4,829.3,0
34.42,-119.131,347.1,3.8,1.8,2017-12-05,1040,Aqua,MODIS,73,6.1,284.1,378.2,0
34.419,-119.039,334.7,2.5,1.5,2017-12-05,2142,Aqua,MODIS,89,6.1,299.6,117.7,0
34.422,-119.17,367.5,2.4,1.5,2017-12-05,2142,Aqua,MODIS,100,6.1,294,355.5,0
34.444,-119.067,353.2,2.4,1.5,2017-12-05,2142,Aqua,MODIS,95,6.1,295.6,232.8,0
34.434,-119.195,334.1,2.4,1.5,2017-12-05,2142,Aqua,MODIS,41,6.1,291.4,88,0
34.427,-119.021,317.8,2.5,1.5,2017-12-05,2142,Aqua,MODIS,36,6.1,292,50.1,0
34.425,-119.046,333.2,2.5,1.5,2017-12-05,2142,Aqua,MODIS,48,6.1,302.5,108.1,0
34.414,-119.201,371,2.4,1.5,2017-12-05,2142,Aqua,MODIS,100,6.1,297.3,398.2,0
34.451,-119.073,429.4,2.4,1.5,2017-12-05,2142,Aqua,MODIS,100,6.1,307.8,1748.9,0
34.464,-119.08,328.5,2.4,1.5,2017-12-05,2142,Aqua,MODIS,40,6.1,291.2,88.4,0
34.462,-119.106,388.9,2.4,1.5,2017-12-05,2142,Aqua,MODIS,100,6.1,303.8,693.9,0
34.421,-119.059,382.5,2.5,1.5,2017-12-06,0529,Terra,MODIS,100,6.1,285.8,639,0
34.435,-119.061,338.7,2.5,1.5,2017-12-06,0529,Terra,MODIS,100,6.1,281.6,168.9,0
34.448,-119.068,315.6,2.5,1.5,2017-12-06,0529,Terra,MODIS,92,6.1,283.2,62.9,0
34.419,-119.202,325.5,2.6,1.5,2017-12-06,0529,Terra,MODIS,46,6.1,285.5,93.1,0
34.441,-119.071,316.1,2.5,1.5,2017-12-06,0529,Terra,MODIS,93,6.1,282.9,61.7,0
34.418,-119.176,329.1,2.6,1.5,2017-12-06,0529,Terra,MODIS,80,6.1,287.3,107.6,0
34.455,-119.073,301.7,2.5,1.5,2017-12-06,0529,Terra,MODIS,25,6.1,281.6,24.9,0
34.43,-119.184,326.7,2.6,1.5,2017-12-06,0529,Terra,MODIS,79,6.1,283.6,95.7,0
34.463,-119.163,330.8,2.5,1.5,2017-12-06,0529,Terra,MODIS,95,6.1,282.6,115.4,0
34.461,-119.07,383,1.6,1.2,2017-12-06,1910,Terra,MODIS,100,6.1,299.6,308.9,0
34.438,-119.009,364.9,1.6,1.2,2017-12-06,1910,Terra,MODIS,100,6.1,293.4,186.3,0
34.436,-119.059,372.1,1.6,1.2,2017-12-06,1910,Terra,MODIS,100,6.1,298.3,225.5,0
34.443,-119.046,379.6,1.6,1.2,2017-12-06,1910,Terra,MODIS,100,6.1,298.2,279.8,0
34.437,-119.016,372.3,1.6,1.2,2017-12-06,1910,Terra,MODIS,100,6.1,296.4,231.8,0
34.435,-119.065,315,1.6,1.2,2017-12-06,1910,Terra,MODIS,29,6.1,293.7,16.6,0
34.429,-119.151,306.6,1.5,1.2,2017-12-06,1910,Terra,MODIS,38,6.1,291.5,7.9,0
34.404,-119.019,333.3,1.6,1.2,2017-12-06,1910,Terra,MODIS,88,6.1,300.4,52.9,0
34.427,-119.202,308.6,1.5,1.2,2017-12-06,1910,Terra,MODIS,38,6.1,291.5,11.8,0
34.467,-119.12,315.2,1.1,1,2017-12-06,0945,Aqua,MODIS,91,6.1,286.5,19,0
34.45,-119.064,319.1,1.1,1,2017-12-06,0945,Aqua,MODIS,98,6.1,285.1,22,0
34.436,-119.028,308.5,1.1,1,2017-12-06,0945,Aqua,MODIS,67,6.1,283.2,12.4,0
34.435,-119.016,302.8,1.1,1,2017-12-06,0945,Aqua,MODIS,51,6.1,282.7,9,0
34.426,-119.019,360.8,1.1,1,2017-12-06,0945,Aqua,MODIS,100,6.1,291,102.8,0
34.418,-119.033,334.8,1.1,1,2017-12-06,0945,Aqua,MODIS,56,6.1,286.3,41,0
34.432,-119.196,315.9,1.1,1.1,2017-12-06,0945,Aqua,MODIS,88,6.1,278.9,19,0
34.429,-119.171,327.9,1.1,1.1,2017-12-06,0945,Aqua,MODIS,92,6.1,287.5,32.4,0
34.412,-119.04,304,1.1,1,2017-12-06,0945,Aqua,MODIS,46,6.1,281.5,10.1,0
34.423,-119.197,311.5,1.1,1.1,2017-12-06,0945,Aqua,MODIS,83,6.1,283.7,16.2,0
34.418,-119.16,309.8,1.1,1,2017-12-06,0945,Aqua,MODIS,78,6.1,284.3,14.4,0
34.405,-119.024,354.3,1.6,1.2,2017-12-06,2047,Aqua,MODIS,97,6.1,303.2,129.6,0
34.436,-119.054,346.7,1.6,1.2,2017-12-06,2047,Aqua,MODIS,94,6.1,296.2,95.7,0
34.447,-119.059,390.4,1.6,1.2,2017-12-06,2047,Aqua,MODIS,100,6.1,304.5,382.6,0
34.443,-119.077,337.4,1.6,1.2,2017-12-06,2047,Aqua,MODIS,82,6.1,298.2,61,0
34.454,-119.078,425.5,1.6,1.2,2017-12-06,2047,Aqua,MODIS,100,6.1,326.6,856.5,0
34.451,-119.095,349.3,1.6,1.2,2017-12-06,2047,Aqua,MODIS,95,6.1,294.5,102.2,0
34.469,-119.063,388.7,1.6,1.2,2017-12-06,2047,Aqua,MODIS,100,6.1,303.2,369.1,0
34.463,-119.096,492,1.6,1.2,2017-12-06,2047,Aqua,MODIS,100,6.1,400.1,2812.4,0
34.401,-118.996,376.2,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,298.7,157.2,0
34.4,-119.008,410.1,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,310.1,359.9,0
34.408,-119.022,315.9,1.1,1,2017-12-07,0612,Terra,MODIS,6,6.1,289,14.1,0
34.406,-119.034,313.6,1.1,1,2017-12-07,0612,Terra,MODIS,0,6.1,288.3,13.5,0
34.429,-119.003,326.4,1.1,1,2017-12-07,0612,Terra,MODIS,78,6.1,292.5,27.6,0
34.443,-119.013,309.5,1.1,1,2017-12-07,0612,Terra,MODIS,78,6.1,284.2,12.3,0
34.442,-119.024,310.3,1.1,1,2017-12-07,0612,Terra,MODIS,80,6.1,284.8,12.8,0
34.438,-119.058,322.2,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,286.9,22.6,0
34.45,-119.037,352.7,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,291.7,77.9,0
34.447,-119.059,347,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,293.8,63.9,0
34.459,-119.039,384,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,300,193.3,0
34.458,-119.05,390.9,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,306.4,229.7,0
34.468,-119.041,311.9,1.1,1,2017-12-07,0612,Terra,MODIS,84,6.1,286.4,14.2,0
34.466,-119.064,322.2,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,287.7,22.8,0
34.457,-119.133,325.3,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,286.8,26.9,0
34.463,-119.158,323.1,1.1,1,2017-12-07,0612,Terra,MODIS,85,6.1,288.4,22.7,0
34.47,-119.182,389.3,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,306.1,215.7,0
34.432,-118.994,330.5,2.5,1.5,2017-12-07,1815,Terra,MODIS,64,6.1,296.2,91.1,0
34.425,-119.004,323.1,2.5,1.5,2017-12-07,1815,Terra,MODIS,31,6.1,299.3,59.5,0
34.459,-119.049,318.4,2.4,1.5,2017-12-07,1028,Aqua,MODIS,97,6.1,286.2,68.8,0
34.445,-119.051,323,2.4,1.5,2017-12-07,1028,Aqua,MODIS,90,6.1,285.3,82.7,0
34.423,-118.995,422,1.6,1.2,2017-12-07,2130,Aqua,MODIS,100,6.1,310.4,782,0
34.433,-118.999,337.8,1.6,1.2,2017-12-07,2130,Aqua,MODIS,90,6.1,296.1,68.3,0
34.463,-119.038,348.8,1.6,1.2,2017-12-07,2130,Aqua,MODIS,92,6.1,293.2,104.6,0
34.461,-119.053,390.3,1.6,1.2,2017-12-07,2130,Aqua,MODIS,100,6.1,305.6,368.9,0
34.43,-118.992,311.6,3.9,1.8,2017-12-08,0517,Terra,MODIS,83,6.1,284.9,94.3,0
34.426,-119.04,322.4,3.9,1.8,2017-12-08,0517,Terra,MODIS,100,6.1,282.4,165.8,0
34.455,-118.997,356.1,1.1,1,2017-12-08,1858,Terra,MODIS,98,6.1,294.5,83.6,0
34.44,-119.025,335.5,1.1,1,2017-12-08,1858,Terra,MODIS,89,6.1,292.4,33.8,0
34.438,-119.013,326.5,1.1,1,2017-12-08,1858,Terra,MODIS,79,6.1,294.9,19.3,0
34.44,-119.021,332.7,1.6,1.2,2017-12-08,0933,Aqua,MODIS,100,6.1,287.5,64.4,0
34.439,-119.004,319.7,1.6,1.2,2017-12-08,0933,Aqua,MODIS,81,6.1,285.1,35.3,0
34.448,-119.202,320.7,1.6,1.2,2017-12-08,0933,Aqua,MODIS,100,6.1,281.5,43,0
34.44,-119,322.2,2.5,1.5,2017-12-08,2035,Aqua,MODIS,73,6.1,292.8,60.6,0
34.434,-119.025,312.5,2.5,1.5,2017-12-08,2035,Aqua,MODIS,33,6.1,290.6,28.1,0
34.468,-119.067,326.1,2.5,1.5,2017-12-08,2035,Aqua,MODIS,82,6.1,297.2,77.6,0
34.446,-119.01,305.3,1,1,2017-12-09,0600,Terra,MODIS,39,6.1,286.4,8.1,0
34.461,-119.036,333.1,1,1,2017-12-09,0600,Terra,MODIS,84,6.1,283.7,33.8,0
34.465,-119.005,321.6,4.8,2,2017-12-09,1940,Terra,MODIS,56,6.1,283.2,162,0
34.468,-119.019,356.7,1.6,1.2,2017-12-09,1015,Aqua,MODIS,100,6.1,282.2,154.6,0
34.465,-119.003,315.3,1.6,1.2,2017-12-09,1015,Aqua,MODIS,86,6.1,276.6,30,0
34.454,-119.005,356.3,1.6,1.2,2017-12-09,1015,Aqua,MODIS,100,6.1,289.9,151.5,0
34.452,-119.053,311.8,1.6,1.2,2017-12-09,1015,Aqua,MODIS,57,6.1,281.3,24.3,0
34.438,-119.042,316.8,1.6,1.2,2017-12-09,1015,Aqua,MODIS,94,6.1,282.1,33.3,0
34.435,-119.027,309.3,1.6,1.2,2017-12-09,1015,Aqua,MODIS,77,6.1,278.2,20.4,0
34.435,-119.034,312.5,1.6,1.2,2017-12-09,1015,Aqua,MODIS,67,6.1,280,23.8,0
34.456,-119.017,344,1.1,1,2017-12-09,2117,Aqua,MODIS,78,6.1,290.9,52.3,0
34.465,-119.016,325.2,1,1,2017-12-10,1845,Terra,MODIS,84,6.1,273.7,24.4,0
34.464,-119.026,301.4,2.5,1.5,2017-12-10,0920,Aqua,MODIS,40,6.1,273.7,28.3,0
34.462,-118.998,353.8,2.5,1.5,2017-12-10,0920,Aqua,MODIS,100,6.1,278.2,274.3,0
34.454,-118.999,368.2,1,1,2017-12-11,2105,Aqua,MODIS,100,6.1,298,109.6,0
34.461,-119.008,311.1,1.9,1.4,2017-12-12,0630,Terra,MODIS,82,6.1,283.1,32.7,0
34.462,-118.995,305.7,3.9,1.8,2017-12-12,0908,Aqua,MODIS,65,6.1,284.2,68.2,0
34.46,-119.018,334.9,1.9,1.4,2017-12-13,1916,Terra,MODIS,88,6.1,302.8,81.5,0
34.463,-119.001,318.7,2,1.4,2017-12-14,1821,Terra,MODIS,66,6.1,293.7,33.5,0
34.463,-119.01,351,1.3,1.1,2017-12-15,1904,Terra,MODIS,96,6.1,295.3,88.4,0
34.469,-119.002,381.2,1,1,2017-12-16,0606,Terra,MODIS,100,6.1,273.3,0,0
34.47,-119.026,376.9,1.3,1.1,2017-12-16,2124,Aqua,MODIS,100,6.1,308.7,196.2,0
34.412,-118.986,387.6,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,298.7,212.2,0
34.421,-118.989,311.5,1.1,1,2017-12-07,0612,Terra,MODIS,53,6.1,289.2,11.8,0
34.443,-118.987,323,1.1,1,2017-12-08,1858,Terra,MODIS,60,6.1,293.6,18.5,0
34.435,-118.973,335.8,1.6,1.2,2017-12-08,0933,Aqua,MODIS,100,6.1,288.4,73.3,0
34.425,-118.977,367.8,1.6,1.2,2017-12-08,0933,Aqua,MODIS,100,6.1,292.1,209.4,0
34.423,-118.962,327.7,1.5,1.2,2017-12-08,0933,Aqua,MODIS,100,6.1,289.1,51.1,0
34.449,-118.989,315.2,1,1,2017-12-09,0600,Terra,MODIS,83,6.1,286.6,14.9,0
34.452,-118.985,321.4,1,1,2017-12-10,1845,Terra,MODIS,69,6.1,268.6,19.7,0
34.45,-118.975,327.4,1,1,2017-12-10,1845,Terra,MODIS,80,6.1,271.9,26.9,0
34.46,-118.976,317.9,2.5,1.5,2017-12-10,0920,Aqua,MODIS,96,6.1,275.7,66.7,0
34.452,-118.982,359.5,2.5,1.5,2017-12-10,0920,Aqua,MODIS,100,6.1,283.2,323,0
34.438,-118.983,304.8,2.5,1.5,2017-12-10,0920,Aqua,MODIS,57,6.1,275.4,31,0
34.448,-118.972,315.7,1.3,1.1,2017-12-11,0547,Terra,MODIS,37,6.1,270,22.3,0
34.456,-118.984,312,1.1,1.1,2017-12-11,1003,Aqua,MODIS,84,6.1,279.5,15.7,0
34.436,-118.976,320.3,1.1,1.1,2017-12-11,1003,Aqua,MODIS,100,6.1,280.8,22.5,0
34.424,-118.965,302.4,1.1,1.1,2017-12-11,1003,Aqua,MODIS,30,6.1,284.7,7.7,0
34.424,-118.965,406.4,1.9,1.4,2017-12-12,0630,Terra,MODIS,100,6.1,302.5,774.2,0
34.436,-118.97,338.1,1.9,1.4,2017-12-12,0630,Terra,MODIS,100,6.1,290.6,109.6,0
